Documento;Hora_completa;;Hora;Habitat;Indice;Valor;;;;;
ISLA3__0__20210719_084642.wav;084642.wav;08;;Marino;ADI;2.296877;;;;;
ISLA3__0__20210719_105642.wav;105642.wav;10;;Marino;ADI;2.256462;;;;;
ISLA3__0__20210719_130642.wav;130642.wav;13;;Marino;ADI;2.271434;;;;;
ISLA3__0__20210719_151642.wav;151642.wav;15;;Marino;ADI;1.898054;;;;;
ISLA3__0__20210719_172642.wav;172642.wav;17;;Marino;ADI;1.854535;;;;;
ISLA3__0__20210719_193642.wav;193642.wav;19;;Marino;ADI;2.031752;;;;;
ISLA3__0__20210719_214642.wav;214642.wav;21;;Marino;ADI;1.983402;;;;;
ISLA3__0__20210719_235642.wav;235642.wav;23;;Marino;ADI;2.192632;;;;;
ISLA3__0__20210720_020642.wav;020642.wav;02;;Marino;ADI;2.292783;;;;;
ISLA3__0__20210720_041642.wav;041642.wav;04;;Marino;ADI;2.283492;;;;;
ISLA3__0__20210720_062642.wav;062642.wav;06;;Marino;ADI;1.699167;;;;;
ISLA3__0__20210720_083642.wav;083642.wav;08;;Marino;ADI;1.355293;;;;;
ISLA3__0__20210720_104642.wav;104642.wav;10;;Marino;ADI;1.653879;;;;;
ISLA3__0__20210720_125642.wav;125642.wav;12;;Marino;ADI;1.886975;;;;;
ISLA3__0__20210720_150642.wav;150642.wav;15;;Marino;ADI;1.763326;;;;;
ISLA3__0__20210720_171642.wav;171642.wav;17;;Marino;ADI;2.158187;;;;;
ISLA3__0__20210720_192642.wav;192642.wav;19;;Marino;ADI;2.25201;;;;;
ISLA3__0__20210720_213642.wav;213642.wav;21;;Marino;ADI;2.111201;;;;;
ISLA3__0__20210720_234642.wav;234642.wav;23;;Marino;ADI;2.22981;;;;;
ISLA3__0__20210721_015642.wav;015642.wav;01;;Marino;ADI;2.281492;;;;;
ISLA3__0__20210721_040642.wav;040642.wav;04;;Marino;ADI;2.279296;;;;;
ISLA3__0__20210721_061642.wav;061642.wav;06;;Marino;ADI;1.760532;;;;;
ISLA3__0__20210721_082642.wav;082642.wav;08;;Marino;ADI;2.256799;;;;;
ISLA3__0__20210721_103642.wav;103642.wav;10;;Marino;ADI;0.966145;;;;;
ISLA3__0__20210721_124642.wav;124642.wav;12;;Marino;ADI;1.768899;;;;;
ISLA3__0__20210721_145642.wav;145642.wav;14;;Marino;ADI;2.229342;;;;;
ISLA3__0__20210721_170642.wav;170642.wav;17;;Marino;ADI;1.53749;;;;;
ISLA3__0__20210721_191642.wav;191642.wav;19;;Marino;ADI;2.0978;;;;;
ISLA3__0__20210721_212642.wav;212642.wav;21;;Marino;ADI;2.036694;;;;;
ISLA3__0__20210721_233642.wav;233642.wav;23;;Marino;ADI;2.096736;;;;;
ISLA3__0__20210722_014642.wav;014642.wav;01;;Marino;ADI;2.288007;;;;;
ISLA3__0__20210722_035642.wav;035642.wav;03;;Marino;ADI;2.051655;;;;;
ISLA3__0__20210722_060642.wav;060642.wav;06;;Marino;ADI;2.279583;;;;;
ISLA3__0__20210722_081642.wav;081642.wav;08;;Marino;ADI;2.279242;;;;;
ISLA3__0__20210722_102642.wav;102642.wav;10;;Marino;ADI;2.173264;;;;;
ISLA3__0__20210722_123642.wav;123642.wav;12;;Marino;ADI;1.666795;;;;;
ISLA3__0__20210722_144642.wav;144642.wav;14;;Marino;ADI;1.872037;;;;;
ISLA3__0__20210722_165642.wav;165642.wav;16;;Marino;ADI;2.20967;;;;;
ISLA3__0__20210722_190642.wav;190642.wav;19;;Marino;ADI;2.111186;;;;;
ISLA3__0__20210722_211642.wav;211642.wav;21;;Marino;ADI;1.915928;;;;;
ISLA3__0__20210722_232642.wav;232642.wav;23;;Marino;ADI;2.086476;;;;;
ISLA3__0__20210723_013642.wav;013642.wav;01;;Marino;ADI;2.055618;;;;;
ISLA3__0__20210723_034642.wav;034642.wav;03;;Marino;ADI;2.262487;;;;;
ISLA3__0__20210723_055642.wav;055642.wav;05;;Marino;ADI;2.290912;;;;;
ISLA3__0__20210723_080642.wav;080642.wav;08;;Marino;ADI;1.822727;;;;;
ISLA3__0__20210723_101642.wav;101642.wav;10;;Marino;ADI;1.89466;;;;;
ISLA3__0__20210723_122642.wav;122642.wav;12;;Marino;ADI;2.199714;;;;;
ISLA3__0__20210723_143642.wav;143642.wav;14;;Marino;ADI;2.300101;;;;;
ISLA3__0__20210723_164642.wav;164642.wav;16;;Marino;ADI;2.288301;;;;;
ISLA3__0__20210723_185642.wav;185642.wav;18;;Marino;ADI;2.245347;;;;;
ISLA3__0__20210723_210642.wav;210642.wav;21;;Marino;ADI;2.277644;;;;;
ISLA3__0__20210723_231642.wav;231642.wav;23;;Marino;ADI;2.274653;;;;;
KM5__0__20191106_135041.wav;135041.wav;13;;Marino;ADI;1.189225;;;;;
KM5__0__20191106_160041.wav;160041.wav;16;;Marino;ADI;1.244646;;;;;
KM5__0__20191106_181041.wav;181041.wav;18;;Marino;ADI;0.649512;;;;;
KM5__0__20191106_202041.wav;202041.wav;20;;Marino;ADI;0.646128;;;;;
KM5__0__20191106_223041.wav;223041.wav;22;;Marino;ADI;0.415991;;;;;
KM5__0__20191107_004041.wav;004041.wav;00;;Marino;ADI;0.665745;;;;;
KM5__0__20191107_025041.wav;025041.wav;02;;Marino;ADI;0.040369;;;;;
KM5__0__20191107_050041.wav;050041.wav;05;;Marino;ADI;0.703898;;;;;
KM5__0__20191107_071041.wav;071041.wav;07;;Marino;ADI;0.478841;;;;;
KM5__0__20191107_092041.wav;092041.wav;09;;Marino;ADI;1.124539;;;;;
KM5__0__20191107_113041.wav;113041.wav;11;;Marino;ADI;0.970697;;;;;
KM5__0__20191107_134041.wav;134041.wav;13;;Marino;ADI;0.548465;;;;;
KM5__0__20191107_155041.wav;155041.wav;15;;Marino;ADI;1.500603;;;;;
KM5__0__20191107_180041.wav;180041.wav;18;;Marino;ADI;0.769975;;;;;
KM5__0__20191107_201041.wav;201041.wav;20;;Marino;ADI;0.298781;;;;;
KM5__0__20191107_222041.wav;222041.wav;22;;Marino;ADI;0.825826;;;;;
KM5__0__20191108_003041.wav;003041.wav;00;;Marino;ADI;1.011438;;;;;
KM5__0__20191108_024041.wav;024041.wav;02;;Marino;ADI;1.722172;;;;;
KM5__0__20191108_045041.wav;045041.wav;04;;Marino;ADI;0.505465;;;;;
KM5__0__20191108_070041.wav;070041.wav;07;;Marino;ADI;1.651779;;;;;
KM5__0__20191108_091041.wav;091041.wav;09;;Marino;ADI;1.044772;;;;;
KM5__0__20191108_112041.wav;112041.wav;11;;Marino;ADI;0.831395;;;;;
KM5__0__20191108_133041.wav;133041.wav;13;;Marino;ADI;0.35093;;;;;
KM5__0__20191108_154041.wav;154041.wav;15;;Marino;ADI;1.354707;;;;;
KM5__0__20191108_175041.wav;175041.wav;17;;Marino;ADI;1.080246;;;;;
KM5__0__20191108_200041.wav;200041.wav;20;;Marino;ADI;1.719789;;;;;
KM5__0__20191108_221041.wav;221041.wav;22;;Marino;ADI;0.917695;;;;;
KM5__0__20191109_002041.wav;002041.wav;00;;Marino;ADI;0.830759;;;;;
KM5__0__20191109_023041.wav;023041.wav;02;;Marino;ADI;0.454382;;;;;
KM5__0__20191109_044041.wav;044041.wav;04;;Marino;ADI;0.81857;;;;;
KM5__0__20191109_065041.wav;065041.wav;06;;Marino;ADI;1.271362;;;;;
KM5__0__20191109_090041.wav;090041.wav;09;;Marino;ADI;1.349985;;;;;
KM5__0__20191109_111041.wav;111041.wav;11;;Marino;ADI;0.728192;;;;;
KM5__0__20191109_132041.wav;132041.wav;13;;Marino;ADI;0.74463;;;;;
KM5__0__20191109_153041.wav;153041.wav;15;;Marino;ADI;0.786218;;;;;
KM5__0__20191109_174041.wav;174041.wav;17;;Marino;ADI;1.231464;;;;;
KM5__0__20191109_195041.wav;195041.wav;19;;Marino;ADI;0.293985;;;;;
KM5__0__20191109_220041.wav;220041.wav;22;;Marino;ADI;1.721492;;;;;
KM5__0__20191110_001041.wav;001041.wav;00;;Marino;ADI;0.473662;;;;;
KM5__0__20191110_022041.wav;022041.wav;02;;Marino;ADI;0.842179;;;;;
KM5__0__20191110_043041.wav;043041.wav;04;;Marino;ADI;0.592271;;;;;
KM5__0__20191110_064041.wav;064041.wav;06;;Marino;ADI;1.139257;;;;;
KM5__0__20191110_085041.wav;085041.wav;08;;Marino;ADI;0.717726;;;;;
KM5__0__20191110_110041.wav;110041.wav;11;;Marino;ADI;1.060337;;;;;
KM5__0__20191110_131041.wav;131041.wav;13;;Marino;ADI;0.925206;;;;;
KM5__0__20191110_152041.wav;152041.wav;15;;Marino;ADI;1.618341;;;;;
KM5__0__20191110_173041.wav;173041.wav;17;;Marino;ADI;0.628906;;;;;
KM5__0__20191110_194041.wav;194041.wav;19;;Marino;ADI;1.731188;;;;;
KM5__0__20191110_215041.wav;215041.wav;21;;Marino;ADI;1.746818;;;;;
KM5__0__20191111_000041.wav;000041.wav;00;;Marino;ADI;1.692834;;;;;
KM5__0__20191111_021041.wav;021041.wav;02;;Marino;ADI;0.884335;;;;;
KM5__0__20191111_042041.wav;042041.wav;04;;Marino;ADI;1.235615;;;;;
KM5__0__20191111_063041.wav;063041.wav;06;;Marino;ADI;1.652885;;;;;
KM5__0__20191111_084041.wav;084041.wav;08;;Marino;ADI;1.280806;;;;;
KM5__0__20191111_105041.wav;105041.wav;10;;Marino;ADI;0.444932;;;;;
KM5__0__20191111_130041.wav;130041.wav;13;;Marino;ADI;0.537995;;;;;
KM5__0__20191111_151041.wav;151041.wav;15;;Marino;ADI;1.246563;;;;;
KM5__0__20191111_172041.wav;172041.wav;17;;Marino;ADI;1.522652;;;;;
KM5__0__20191111_193041.wav;193041.wav;19;;Marino;ADI;1.001884;;;;;
KM5__0__20191111_214041.wav;214041.wav;21;;Marino;ADI;1.113116;;;;;
KM5__0__20191111_235041.wav;235041.wav;23;;Marino;ADI;1.33526;;;;;
KM5__0__20191112_020041.wav;020041.wav;02;;Marino;ADI;1.259564;;;;;
KM5__0__20191112_041041.wav;041041.wav;04;;Marino;ADI;1.181158;;;;;
KM5__0__20191112_062041.wav;062041.wav;06;;Marino;ADI;1.542816;;;;;
KM5__0__20191112_083041.wav;083041.wav;08;;Marino;ADI;1.591178;;;;;
KM5__0__20191112_104041.wav;104041.wav;10;;Marino;ADI;1.629564;;;;;
KM5__0__20191112_125041.wav;125041.wav;12;;Marino;ADI;0.838374;;;;;
KM5__0__20191112_150041.wav;150041.wav;15;;Marino;ADI;1.461221;;;;;
KM5__0__20191112_171041.wav;171041.wav;17;;Marino;ADI;1.227598;;;;;
KM5__0__20191112_192041.wav;192041.wav;19;;Marino;ADI;0.793613;;;;;
KM5__0__20191112_213041.wav;213041.wav;21;;Marino;ADI;1.305131;;;;;
KM5__0__20191112_234041.wav;234041.wav;23;;Marino;ADI;1.25372;;;;;
KM5__0__20191113_015041.wav;015041.wav;01;;Marino;ADI;1.868102;;;;;
KM5__0__20191113_040041.wav;040041.wav;04;;Marino;ADI;0.782283;;;;;
KM5__0__20191113_061041.wav;061041.wav;06;;Marino;ADI;1.737657;;;;;
KM5__0__20191113_082041.wav;082041.wav;08;;Marino;ADI;1.412129;;;;;
KM5__0__20191113_103041.wav;103041.wav;10;;Marino;ADI;0.620797;;;;;
KM5__0__20191113_124041.wav;124041.wav;12;;Marino;ADI;0.697656;;;;;
KM5__0__20191113_145041.wav;145041.wav;14;;Marino;ADI;1.405655;;;;;
KM5__0__20191113_170041.wav;170041.wav;17;;Marino;ADI;1.490302;;;;;
KM5__0__20191113_191041.wav;191041.wav;19;;Marino;ADI;1.087273;;;;;
KM5__0__20191113_212041.wav;212041.wav;21;;Marino;ADI;0.22517;;;;;
KM5__0__20191113_233041.wav;233041.wav;23;;Marino;ADI;1.14701;;;;;
KM5__0__20191114_014041.wav;014041.wav;01;;Marino;ADI;1.14966;;;;;
KM5__0__20191114_035041.wav;035041.wav;03;;Marino;ADI;0.846648;;;;;
KM5__0__20191114_060041.wav;060041.wav;06;;Marino;ADI;1.587588;;;;;
KM5__0__20191114_081041.wav;081041.wav;08;;Marino;ADI;1.691483;;;;;
KM5__0__20191114_102041.wav;102041.wav;10;;Marino;ADI;1.535857;;;;;
KM5__0__20191114_123041.wav;123041.wav;12;;Marino;ADI;0.74231;;;;;
KM5__0__20191114_144041.wav;144041.wav;14;;Marino;ADI;1.023096;;;;;
KM5__0__20191114_165041.wav;165041.wav;16;;Marino;ADI;0.690653;;;;;
KM5__0__20191114_190041.wav;190041.wav;19;;Marino;ADI;0.289574;;;;;
KM5__0__20191114_211041.wav;211041.wav;21;;Marino;ADI;0.170568;;;;;
KM5__0__20191114_232041.wav;232041.wav;23;;Marino;ADI;0.125829;;;;;
KM5__0__20191115_013041.wav;013041.wav;01;;Marino;ADI;0.102422;;;;;
KM5__0__20191115_034041.wav;034041.wav;03;;Marino;ADI;0.246662;;;;;
KM5__0__20191115_055041.wav;055041.wav;05;;Marino;ADI;0.712156;;;;;
KM5__0__20191115_080041.wav;080041.wav;08;;Marino;ADI;0.565259;;;;;
KM5__0__20191115_101041.wav;101041.wav;10;;Marino;ADI;1.201478;;;;;
KM5__0__20191115_122041.wav;122041.wav;12;;Marino;ADI;0.872504;;;;;
KM5__0__20191115_143041.wav;143041.wav;14;;Marino;ADI;0.530884;;;;;
KM5__0__20191115_164041.wav;164041.wav;16;;Marino;ADI;1.852366;;;;;
KM5__0__20191115_185041.wav;185041.wav;18;;Marino;ADI;1.809257;;;;;
KM5__0__20191115_210041.wav;210041.wav;21;;Marino;ADI;1.043674;;;;;
KM5__0__20191115_231041.wav;231041.wav;23;;Marino;ADI;1.32624;;;;;
KM502--__0__20200205_110120.wav;110120.wav;11;;Marino;ADI;1.102097;;;;;
KM502--__0__20200205_131120.wav;131120.wav;13;;Marino;ADI;1.328911;;;;;
KM502--__0__20200205_152120.wav;152120.wav;15;;Marino;ADI;0.988262;;;;;
KM502--__0__20200205_173120.wav;173120.wav;17;;Marino;ADI;1.214818;;;;;
KM502--__0__20200205_194120.wav;194120.wav;19;;Marino;ADI;1.587965;;;;;
KM502--__0__20200205_215120.wav;215120.wav;21;;Marino;ADI;1.728201;;;;;
KM502--__0__20200206_000120.wav;000120.wav;00;;Marino;ADI;1.415039;;;;;
KM502--__0__20200206_021120.wav;021120.wav;02;;Marino;ADI;1.794284;;;;;
KM502--__0__20200206_042120.wav;042120.wav;04;;Marino;ADI;1.676506;;;;;
KM502--__0__20200206_063120.wav;063120.wav;06;;Marino;ADI;1.863205;;;;;
KM502--__0__20200206_084120.wav;084120.wav;08;;Marino;ADI;1.438685;;;;;
KM502--__0__20200206_105120.wav;105120.wav;10;;Marino;ADI;2.192407;;;;;
KM502--__0__20200206_130120.wav;130120.wav;13;;Marino;ADI;0.838109;;;;;
KM502--__0__20200206_151120.wav;151120.wav;15;;Marino;ADI;1.301656;;;;;
KM502--__0__20200206_172120.wav;172120.wav;17;;Marino;ADI;1.449906;;;;;
KM502--__0__20200206_193120.wav;193120.wav;19;;Marino;ADI;1.298308;;;;;
KM502--__0__20200206_214120.wav;214120.wav;21;;Marino;ADI;0.90469;;;;;
KM502--__0__20200206_235120.wav;235120.wav;23;;Marino;ADI;1.752627;;;;;
KM502--__0__20200207_020120.wav;020120.wav;02;;Marino;ADI;1.778877;;;;;
KM502--__0__20200207_041120.wav;041120.wav;04;;Marino;ADI;1.737341;;;;;
KM502--__0__20200207_062120.wav;062120.wav;06;;Marino;ADI;1.23302;;;;;
KM502--__0__20200207_083120.wav;083120.wav;08;;Marino;ADI;1.358528;;;;;
KM502--__0__20200207_104120.wav;104120.wav;10;;Marino;ADI;1.413407;;;;;
KM502--__0__20200207_125120.wav;125120.wav;12;;Marino;ADI;1.000057;;;;;
KM502--__0__20200207_171120.wav;171120.wav;17;;Marino;ADI;1.853394;;;;;
KM502--__0__20200207_192120.wav;192120.wav;19;;Marino;ADI;1.479185;;;;;
KM502--__0__20200207_213120.wav;213120.wav;21;;Marino;ADI;1.604703;;;;;
KM502--__0__20200207_234120.wav;234120.wav;23;;Marino;ADI;1.773102;;;;;
KM502--__0__20200208_015120.wav;015120.wav;01;;Marino;ADI;1.779789;;;;;
KM502--__0__20200208_040120.wav;040120.wav;04;;Marino;ADI;1.741499;;;;;
KM502--__0__20200208_061120.wav;061120.wav;06;;Marino;ADI;0.862438;;;;;
KM502--__0__20200208_082120.wav;082120.wav;08;;Marino;ADI;1.521547;;;;;
KM502--__0__20200208_103120.wav;103120.wav;10;;Marino;ADI;1.268694;;;;;
KM502--__0__20200208_124120.wav;124120.wav;12;;Marino;ADI;0.734337;;;;;
KM502--__0__20200208_145120.wav;145120.wav;14;;Marino;ADI;0.973518;;;;;
KM502--__0__20200208_170120.wav;170120.wav;17;;Marino;ADI;1.731836;;;;;
KM502--__0__20200208_191120.wav;191120.wav;19;;Marino;ADI;1.341368;;;;;
KM502--__0__20200208_212120.wav;212120.wav;21;;Marino;ADI;1.680096;;;;;
KM502--__0__20200208_233120.wav;233120.wav;23;;Marino;ADI;1.696413;;;;;
KM502--__0__20200209_014120.wav;014120.wav;01;;Marino;ADI;1.257179;;;;;
KM502--__0__20200209_035120.wav;035120.wav;03;;Marino;ADI;0.911933;;;;;
KM502--__0__20200209_060120.wav;060120.wav;06;;Marino;ADI;1.633644;;;;;
KM502--__0__20200209_081120.wav;081120.wav;08;;Marino;ADI;1.562986;;;;;
KM502--__0__20200209_102120.wav;102120.wav;10;;Marino;ADI;0.939156;;;;;
KM502--__0__20200209_123120.wav;123120.wav;12;;Marino;ADI;0.627862;;;;;
KM502--__0__20200209_165120.wav;165120.wav;16;;Marino;ADI;1.33714;;;;;
KM502--__0__20200209_190120.wav;190120.wav;19;;Marino;ADI;1.697065;;;;;
KM502--__0__20200209_211120.wav;211120.wav;21;;Marino;ADI;1.915582;;;;;
KM502--__0__20200209_232120.wav;232120.wav;23;;Marino;ADI;1.691924;;;;;
KM502--__0__20200210_013120.wav;013120.wav;01;;Marino;ADI;1.497959;;;;;
KM502--__0__20200210_034120.wav;034120.wav;03;;Marino;ADI;1.505958;;;;;
KM502--__0__20200210_055120.wav;055120.wav;05;;Marino;ADI;1.65737;;;;;
KM502--__0__20200210_080120.wav;080120.wav;08;;Marino;ADI;1.11853;;;;;
KM502--__0__20200210_101120.wav;101120.wav;10;;Marino;ADI;1.24577;;;;;
KM502--__0__20200210_143120.wav;143120.wav;14;;Marino;ADI;0.913341;;;;;
KM502--__0__20200210_164120.wav;164120.wav;16;;Marino;ADI;1.314609;;;;;
KM502--__0__20200210_185120.wav;185120.wav;18;;Marino;ADI;1.40361;;;;;
KM502--__0__20200210_210120.wav;210120.wav;21;;Marino;ADI;1.424839;;;;;
KM502--__0__20200210_231120.wav;231120.wav;23;;Marino;ADI;1.803278;;;;;
KM502--__0__20200211_012120.wav;012120.wav;01;;Marino;ADI;1.63914;;;;;
KM502--__0__20200211_033120.wav;033120.wav;03;;Marino;ADI;0.946164;;;;;
KM502--__0__20200211_054120.wav;054120.wav;05;;Marino;ADI;1.488539;;;;;
KM502--__0__20200211_075120.wav;075120.wav;07;;Marino;ADI;0.903915;;;;;
KM502--__0__20200211_100120.wav;100120.wav;10;;Marino;ADI;0.544028;;;;;
KM502--__0__20200211_121120.wav;121120.wav;12;;Marino;ADI;1.491505;;;;;
KM502--__0__20200211_142120.wav;142120.wav;14;;Marino;ADI;0.808528;;;;;
KM502--__0__20200211_163120.wav;163120.wav;16;;Marino;ADI;1.227527;;;;;
KM502--__0__20200211_184120.wav;184120.wav;18;;Marino;ADI;1.674082;;;;;
KM502--__0__20200211_205120.wav;205120.wav;20;;Marino;ADI;1.883233;;;;;
KM502--__0__20200211_230120.wav;230120.wav;23;;Marino;ADI;1.725348;;;;;
KM502--__0__20200212_011120.wav;011120.wav;01;;Marino;ADI;1.815343;;;;;
KM502--__0__20200212_032120.wav;032120.wav;03;;Marino;ADI;1.600348;;;;;
KM502--__0__20200212_053120.wav;053120.wav;05;;Marino;ADI;1.909549;;;;;
KM502--__0__20200212_074120.wav;074120.wav;07;;Marino;ADI;1.213095;;;;;
MARINA1__0__20191009_121521.wav;121521.wav;12;;Marino;ADI;0.447491;;;;;
MARINA1__0__20191009_142521.wav;142521.wav;14;;Marino;ADI;0.778196;;;;;
MARINA1__0__20191009_163521.wav;163521.wav;16;;Marino;ADI;1.723737;;;;;
MARINA1__0__20191009_184521.wav;184521.wav;18;;Marino;ADI;1.681552;;;;;
MARINA1__0__20191009_205521.wav;205521.wav;20;;Marino;ADI;1.789712;;;;;
MARINA1__0__20191009_230521.wav;230521.wav;23;;Marino;ADI;1.630988;;;;;
MARINA1__0__20191010_011521.wav;011521.wav;01;;Marino;ADI;1.127464;;;;;
MARINA1__0__20191010_032521.wav;032521.wav;03;;Marino;ADI;1.180211;;;;;
MARINA1__0__20191010_053521.wav;053521.wav;05;;Marino;ADI;0.972137;;;;;
MARINA1__0__20191010_074521.wav;074521.wav;07;;Marino;ADI;2.018677;;;;;
MARINA1__0__20191010_095521.wav;095521.wav;09;;Marino;ADI;1.659746;;;;;
MARINA1__0__20191010_120521.wav;120521.wav;12;;Marino;ADI;0.855294;;;;;
MARINA1__0__20191010_141521.wav;141521.wav;14;;Marino;ADI;0.897712;;;;;
MARINA1__0__20191010_162521.wav;162521.wav;16;;Marino;ADI;2.269705;;;;;
MARINA1__0__20191010_183521.wav;183521.wav;18;;Marino;ADI;1.588198;;;;;
MARINA1__0__20191010_204521.wav;204521.wav;20;;Marino;ADI;1.548366;;;;;
MARINA1__0__20191010_225521.wav;225521.wav;22;;Marino;ADI;1.915938;;;;;
MARINA1__0__20191011_010521.wav;010521.wav;01;;Marino;ADI;1.427347;;;;;
MARINA1__0__20191011_031521.wav;031521.wav;03;;Marino;ADI;0.885884;;;;;
MARINA1__0__20191011_052521.wav;052521.wav;05;;Marino;ADI;1.411809;;;;;
MARINA1__0__20191011_073521.wav;073521.wav;07;;Marino;ADI;1.59609;;;;;
MARINA1__0__20191011_094521.wav;094521.wav;09;;Marino;ADI;1.133164;;;;;
MARINA1__0__20191011_115521.wav;115521.wav;11;;Marino;ADI;0.849063;;;;;
MARINA1__0__20191011_140521.wav;140521.wav;14;;Marino;ADI;1.08376;;;;;
MARINA1__0__20191011_161521.wav;161521.wav;16;;Marino;ADI;0.64322;;;;;
MARINA1__0__20191011_182521.wav;182521.wav;18;;Marino;ADI;1.335318;;;;;
MARINA1__0__20191011_203521.wav;203521.wav;20;;Marino;ADI;1.569512;;;;;
MARINA1__0__20191011_224521.wav;224521.wav;22;;Marino;ADI;1.246698;;;;;
MARINA1__0__20191012_005521.wav;005521.wav;00;;Marino;ADI;1.345525;;;;;
MARINA1__0__20191012_030521.wav;030521.wav;03;;Marino;ADI;0.844162;;;;;
MARINA1__0__20191012_051521.wav;051521.wav;05;;Marino;ADI;1.527967;;;;;
MARINA1__0__20191012_072521.wav;072521.wav;07;;Marino;ADI;2.035322;;;;;
MARINA1__0__20191012_093521.wav;093521.wav;09;;Marino;ADI;1.219615;;;;;
MARINA1__0__20191012_114521.wav;114521.wav;11;;Marino;ADI;1.142383;;;;;
MARINA1__0__20191012_135521.wav;135521.wav;13;;Marino;ADI;1.054704;;;;;
MARINA1__0__20191012_160521.wav;160521.wav;16;;Marino;ADI;1.997159;;;;;
MARINA1__0__20191012_181521.wav;181521.wav;18;;Marino;ADI;1.823834;;;;;
MARINA1__0__20191012_202521.wav;202521.wav;20;;Marino;ADI;2.134763;;;;;
MARINA1__0__20191012_223521.wav;223521.wav;22;;Marino;ADI;2.00257;;;;;
MARINA1__0__20191013_004521.wav;004521.wav;00;;Marino;ADI;1.620958;;;;;
MARINA1__0__20191013_025521.wav;025521.wav;02;;Marino;ADI;2.249891;;;;;
MARINA1__0__20191013_050521.wav;050521.wav;05;;Marino;ADI;2.052707;;;;;
MARINA1__0__20191013_071521.wav;071521.wav;07;;Marino;ADI;2.173781;;;;;
MARINA1__0__20191013_092521.wav;092521.wav;09;;Marino;ADI;2.032246;;;;;
MARINA1__0__20191013_113521.wav;113521.wav;11;;Marino;ADI;1.627839;;;;;
MARINA1__0__20191013_134521.wav;134521.wav;13;;Marino;ADI;1.299456;;;;;
MARINA1__0__20191013_155521.wav;155521.wav;15;;Marino;ADI;2.030609;;;;;
MARINA1__0__20191013_180521.wav;180521.wav;18;;Marino;ADI;2.018456;;;;;
MARINA1__0__20191013_201521.wav;201521.wav;20;;Marino;ADI;2.035499;;;;;
MARINA1__0__20191013_222521.wav;222521.wav;22;;Marino;ADI;1.832895;;;;;
MARINA1__0__20191014_003521.wav;003521.wav;00;;Marino;ADI;1.742547;;;;;
MARINA1__0__20191014_024521.wav;024521.wav;02;;Marino;ADI;2.033896;;;;;
MARINA1__0__20191014_045521.wav;045521.wav;04;;Marino;ADI;2.144405;;;;;
MARINA1__0__20191014_070521.wav;070521.wav;07;;Marino;ADI;1.131138;;;;;
MARINA1__0__20191014_091521.wav;091521.wav;09;;Marino;ADI;1.295797;;;;;
MARINA1__0__20191014_112521.wav;112521.wav;11;;Marino;ADI;0.628188;;;;;
MARINA1__0__20191014_133521.wav;133521.wav;13;;Marino;ADI;0.93846;;;;;
MARINA1__0__20191014_154521.wav;154521.wav;15;;Marino;ADI;2.043885;;;;;
MARINA1__0__20191014_175521.wav;175521.wav;17;;Marino;ADI;2.270021;;;;;
MARINA1__0__20191014_200521.wav;200521.wav;20;;Marino;ADI;2.191111;;;;;
MARINA1__0__20191014_221521.wav;221521.wav;22;;Marino;ADI;2.120175;;;;;
MARINA1__0__20191015_002521.wav;002521.wav;00;;Marino;ADI;1.538195;;;;;
MARINA1__0__20191015_023521.wav;023521.wav;02;;Marino;ADI;1.819251;;;;;
MARINA1__0__20191015_044521.wav;044521.wav;04;;Marino;ADI;1.723123;;;;;
MARINA1__0__20191015_065521.wav;065521.wav;06;;Marino;ADI;1.831913;;;;;
MARINA1__0__20191015_090521.wav;090521.wav;09;;Marino;ADI;1.812306;;;;;
MARINA1__0__20191015_111521.wav;111521.wav;11;;Marino;ADI;0.932933;;;;;
MARINA1__0__20191015_132521.wav;132521.wav;13;;Marino;ADI;0.577597;;;;;
MARINA1__0__20191015_153521.wav;153521.wav;15;;Marino;ADI;0.757378;;;;;
MARINA1__0__20191015_174521.wav;174521.wav;17;;Marino;ADI;2.04383;;;;;
MARINA1__0__20191015_195521.wav;195521.wav;19;;Marino;ADI;2.089949;;;;;
MARINA1__0__20191015_220521.wav;220521.wav;22;;Marino;ADI;1.98646;;;;;
MARINA1__0__20191016_001521.wav;001521.wav;00;;Marino;ADI;1.552867;;;;;
MARINA1__0__20191016_022521.wav;022521.wav;02;;Marino;ADI;1.302824;;;;;
MARINA1__0__20191016_043521.wav;043521.wav;04;;Marino;ADI;1.556231;;;;;
MARINA1__0__20191016_064521.wav;064521.wav;06;;Marino;ADI;1.622722;;;;;
MARINA1__0__20191016_085521.wav;085521.wav;08;;Marino;ADI;1.219739;;;;;
MARINA1__0__20191016_110521.wav;110521.wav;11;;Marino;ADI;0.407782;;;;;
MARINA3__0__20000117_003637.wav;003637.wav;00;;Marino;ADI;1.831927;;;;;
MARINA3__0__20000117_024637.wav;024637.wav;02;;Marino;ADI;1.391652;;;;;
MARINA3__0__20000117_045637.wav;045637.wav;04;;Marino;ADI;2.199061;;;;;
MARINA3__0__20000117_070637.wav;070637.wav;07;;Marino;ADI;1.303698;;;;;
MARINA3__0__20000117_091637.wav;091637.wav;09;;Marino;ADI;1.167236;;;;;
MARINA3__0__20000117_112637.wav;112637.wav;11;;Marino;ADI;0.653999;;;;;
MARINA3__0__20000117_133637.wav;133637.wav;13;;Marino;ADI;1.124152;;;;;
